"","Player","Season","Cluster"
"4374","Kentavious Caldwell-Pope","2013-14",25
"4375","Kenyon Martin","2013-14",2
"4376","Kevin Durant","2013-14",5
"4377","Kevin Garnett","2013-14",4
"4378","Kevin Love","2013-14",5
"4379","Kevin Martin","2013-14",11
"4380","Kevin Seraphin","2013-14",24
"4381","Khris Middleton","2013-14",20
"4382","Kirk Hinrich","2013-14",20
"4383","Klay Thompson","2013-14",20
"4384","Kobe Bryant","2013-14",21
"4385","Kosta Koufos","2013-14",2
"4386","Kris Humphries","2013-14",23
"4387","Kyle Korver","2013-14",16
"4388","Kyle Lowry","2013-14",9
"4389","Kyle O'Quinn","2013-14",24
"4390","Kyle Singler","2013-14",25
"4391","Kyrie Irving","2013-14",11
"4392","LaMarcus Aldridge","2013-14",23
"4393","Lance Stephenson","2013-14",10
"4394","Lance Thomas","2013-14",24
"4395","Landry Fields","2013-14",6
"4396","Larry Sanders","2013-14",7
"4397","Lavoy Allen","2013-14",24
"4398","Leandro Barbosa","2013-14",19
"4399","LeBron James","2013-14",5
"4400","Lorenzo Brown","2013-14",25
"4401","Lou Amundson","2013-14",7
"4402","Lou Williams","2013-14",9
"4403","Luc Mbah a Moute","2013-14",12
"4404","Luis Scola","2013-14",23
"4405","Luke Babbitt","2013-14",15
"4406","Luke Ridnour","2013-14",20
"4407","Luol Deng","2013-14",11
"4408","Maalik Wayns","2013-14",4
"4409","Malcolm Thomas","2013-14",2
"4410","Manny Harris","2013-14",10
"4411","Manu Ginobili","2013-14",9
"4412","Marc Gasol","2013-14",24
"4413","Marcin Gortat","2013-14",3
"4414","Marco Belinelli","2013-14",20
"4415","Marcus Morris","2013-14",15
"4416","Marcus Thornton","2013-14",16
"4417","Mario Chalmers","2013-14",25
"4418","Markieff Morris","2013-14",24
"4419","Marquis Teague","2013-14",12
"4420","Marreese Speights","2013-14",24
"4421","MarShon Brooks","2013-14",11
"4422","Martell Webster","2013-14",16
"4423","Marvin Williams","2013-14",15
"4424","Mason Plumlee","2013-14",7
"4425","Matt Barnes","2013-14",15
"4426","Matt Bonner","2013-14",15
"4427","Matthew Dellavedova","2013-14",25
"4428","Maurice Harkless","2013-14",25
"4429","Melvin Ely","2013-14",18
"4430","Metta World Peace","2013-14",20
"4431","Meyers Leonard","2013-14",2
"4432","Michael Beasley","2013-14",24
"4433","Michael Carter-Williams","2013-14",11
"4434","Michael Harris","2013-14",24
"4435","Michael Kidd-Gilchrist","2013-14",7
"4436","Mike Conley","2013-14",19
"4437","Mike Dunleavy","2013-14",20
"4438","Mike James","2013-14",20
"4439","Mike Miller","2013-14",16
"4440","Mike Muscala","2013-14",4
"4441","Mike Scott","2013-14",15
"4442","Miles Plumlee","2013-14",2
"4443","Miroslav Raduljica","2013-14",7
"4444","Mirza Teletovic","2013-14",13
"4445","Mo Williams","2013-14",20
"4446","Monta Ellis","2013-14",19
"4447","Mustafa Shakur","2013-14",21
"4448","Nando De Colo","2013-14",25
"4449","Nate Robinson","2013-14",9
"4450","Nate Wolters","2013-14",12
"4451","Nazr Mohammed","2013-14",2
"4452","Nemanja Nedovic","2013-14",25
"4453","Nene","2013-14",23
"4454","Nick Calathes","2013-14",12
"4455","Nick Collison","2013-14",7
"4456","Nick Young","2013-14",9
"4457","Nicolas Batum","2013-14",15
"4458","Nikola Pekovic","2013-14",3
"4459","Nikola Vucevic","2013-14",3
"4460","Norris Cole","2013-14",25
"4461","O.J. Mayo","2013-14",22
"4462","Ognjen Kuzmic","2013-14",7
"4463","Omer Asik","2013-14",14
"4464","Omri Casspi","2013-14",10
"4465","Orlando Johnson","2013-14",25
"4466","Othyus Jeffers","2013-14",6
"4467","Otto Porter","2013-14",20
"4468","Pablo Prigioni","2013-14",25
"4469","Patrick Beverley","2013-14",25
"4470","Patrick Patterson","2013-14",10
"4471","Patty Mills","2013-14",16
"4472","Pau Gasol","2013-14",23
"4473","Paul George","2013-14",5
"4474","Paul Millsap","2013-14",5
"4475","Paul Pierce","2013-14",9
"4476","Pero Antic","2013-14",15
"4477","Perry Jones","2013-14",25
"4478","Peyton Siva","2013-14",25
"4479","Phil Pressey","2013-14",25
"4480","PJ Tucker","2013-14",10
"4481","Quincy Acy","2013-14",2
"4482","Quincy Miller","2013-14",10
"4483","Quincy Pondexter","2013-14",25
"4484","Rajon Rondo","2013-14",10
"4485","Ramon Sessions","2013-14",19
"4486","Randy Foye","2013-14",16
"4487","Rashard Lewis","2013-14",16
"4488","Rasual Butler","2013-14",16
"4489","Ray Allen","2013-14",16
"4490","Ray McCallum","2013-14",20
"4491","Raymond Felton","2013-14",20
"4492","Reggie Bullock","2013-14",16
"4493","Reggie Evans","2013-14",14
"4494","Reggie Jackson","2013-14",25
"4495","Reggie Williams","2013-14",16
"4496","Richard Jefferson","2013-14",25
"4497","Ricky Ledo","2013-14",9
"4498","Ricky Rubio","2013-14",12
"4499","Robbie Hummel","2013-14",15
"4500","Robert Covington","2013-14",13
"4501","Robert Sacre","2013-14",24
"4502","Robin Lopez","2013-14",7
"4503","Rodney Stuckey","2013-14",11
"4504","Roger Mason Jr.","2013-14",16
"4505","Ronnie Brewer","2013-14",6
"4506","Ronnie Price","2013-14",25
"4507","Ronny Turiaf","2013-14",2
"4508","Roy Hibbert","2013-14",24
"4509","Royal Ivey","2013-14",13
"4510","Royce White","2013-14",18
"4511","Rudy Gay","2013-14",11
"4512","Rudy Gobert","2013-14",14
"4513","Russell Westbrook","2013-14",5
"4514","Ryan Anderson","2013-14",15
"4515","Ryan Gomes","2013-14",18
"4516","Ryan Hollins","2013-14",7
"4517","Ryan Kelly","2013-14",10
"4518","Samuel Dalembert","2013-14",2
"4519","Sasha Vujacic","2013-14",1
"4520","Scotty Hopson","2013-14",8
"4521","Serge Ibaka","2013-14",24
"4522","Sergey Karasev","2013-14",25
"4523","Seth Curry","2013-14",6
"4524","Shabazz Muhammad","2013-14",24
"4525","Shane Battier","2013-14",16
"4526","Shane Edwards","2013-14",18
"4527","Shane Larkin","2013-14",20
"4528","Shannon Brown","2013-14",12
"4529","Shaun Livingston","2013-14",12
"4530","Shavlik Randolph","2013-14",7
"4531","Shawn Marion","2013-14",10
"4532","Shawne Williams","2013-14",15
"4533","Shelvin Mack","2013-14",25
"4534","Solomon Hill","2013-14",25
"4535","Solomon Jones","2013-14",18
"4536","Spencer Hawes","2013-14",10
"4537","Stephen Curry","2013-14",9
"4538","Stephen Jackson","2013-14",25
"4539","Steve Blake","2013-14",25
"4540","Steve Nash","2013-14",12
"4541","Steve Novak","2013-14",16
"4542","Steven Adams","2013-14",7
"4543","Taj Gibson","2013-14",24
"4544","Tayshaun Prince","2013-14",18
"4545","Terrence Jones","2013-14",10
"4546","Terrence Ross","2013-14",16
"4547","Thabo Sefolosha","2013-14",25
"4548","Thaddeus Young","2013-14",10
"4549","Thomas Robinson","2013-14",3
"4550","Tiago Splitter","2013-14",3
"4551","Tim Duncan","2013-14",23
"4552","Tim Hardaway Jr.","2013-14",16
"4553","Timofey Mozgov","2013-14",3
"4554","Tobias Harris","2013-14",24
"4555","Toney Douglas","2013-14",25
"4556","Tony Allen","2013-14",12
"4557","Tony Mitchell","2013-14",7
"4558","Tony Parker","2013-14",11
"4559","Tony Snell","2013-14",16
"4560","Tony Wroten","2013-14",19
"4561","Tornike Shengelia","2013-14",6
"4562","Toure Murry","2013-14",12
"4563","Travis Outlaw","2013-14",20
"4564","Trevor Ariza","2013-14",15
"4565","Trevor Booker","2013-14",24
"4566","Trey Burke","2013-14",20
"4567","Tristan Thompson","2013-14",3
"4568","Troy Daniels","2013-14",13
"4569","Ty Lawson","2013-14",19
"4570","Tyler Hansbrough","2013-14",7
"4571","Tyler Zeller","2013-14",3
"4572","Tyreke Evans","2013-14",19
"4573","Tyshawn Taylor","2013-14",12
"4574","Tyson Chandler","2013-14",2
"4575","Udonis Haslem","2013-14",2
"4576","Vander Blue","2013-14",5
"4577","Viacheslav Kravtsov","2013-14",7
"4578","Victor Claver","2013-14",10
"4579","Victor Oladipo","2013-14",19
"4580","Vince Carter","2013-14",9
"4581","Vitor Faverani","2013-14",10
"4582","Wayne Ellington","2013-14",16
"4583","Wesley Johnson","2013-14",20
"4584","Wesley Matthews","2013-14",9
"4585","Will Barton","2013-14",10
"4586","Will Bynum","2013-14",11
"4587","Willie Green","2013-14",20
"4588","Wilson Chandler","2013-14",15
"4589","Xavier Henry","2013-14",19
"4590","Zach Randolph","2013-14",23
"4591","Zaza Pachulia","2013-14",3
"4592","A.J. Price","2014-15",23
"4593","Aaron Brooks","2014-15",23
"4594","Aaron Gordon","2014-15",3
"4595","Adreian Payne","2014-15",6
"4596","Al Horford","2014-15",6
"4597","Al Jefferson","2014-15",19
"4598","Al-Farouq Aminu","2014-15",2
"4599","Alan Anderson","2014-15",18
"4600","Alec Burks","2014-15",20
"4601","Alex Kirk","2014-15",22
"4602","Alex Len","2014-15",24
"4603","Alexey Shved","2014-15",25
"4604","Alexis Ajinca","2014-15",24
"4605","Allen Crabbe","2014-15",18
"4606","Alonzo Gee","2014-15",16
"4607","Amar'e Stoudemire","2014-15",19
"4608","Amir Johnson","2014-15",3
"4609","Anderson Varejao","2014-15",24
"4610","Andre Dawkins","2014-15",21
"4611","Andre Drummond","2014-15",17
"4612","Andre Iguodala","2014-15",11
"4613","Andre Miller","2014-15",16
"4614","Andre Roberson","2014-15",11
"4615","Andrea Bargnani","2014-15",12
"4616","Andrei Kirilenko","2014-15",3
"4617","Andrew Bogut","2014-15",24
"4618","Andrew Nicholson","2014-15",6
"4619","Andrew Wiggins","2014-15",20
"4620","Anthony Bennett","2014-15",6
"4621","Anthony Davis","2014-15",19
"4622","Anthony Morrow","2014-15",10
"4623","Anthony Tolliver","2014-15",21
"4624","Archie Goodwin","2014-15",20
"4625","Arinze Onuaku","2014-15",24
"4626","Aron Baynes","2014-15",24
"4627","Arron Afflalo","2014-15",10
"4628","Austin Daye","2014-15",7
"4629","Austin Rivers","2014-15",16
"4630","Avery Bradley","2014-15",10
"4631","Ben Gordon","2014-15",10
"4632","Ben McLemore","2014-15",18
"4633","Beno Udrih","2014-15",5
"4634","Bernard James","2014-15",3
"4635","Bismack Biyombo","2014-15",17
"4636","Blake Griffin","2014-15",19
"4637","Bojan Bogdanovic","2014-15",18
"4638","Boris Diaw","2014-15",16
"4639","Bradley Beal","2014-15",23
"4640","Brandan Wright","2014-15",3
"4641","Brandon Bass","2014-15",6
"4642","Brandon Davies","2014-15",16
"4643","Brandon Jennings","2014-15",23
"4644","Brandon Knight","2014-15",23
"4645","Brandon Rush","2014-15",2
"4646","Brendan Haywood","2014-15",24
"4647","Brian Roberts","2014-15",10
"4648","Brook Lopez","2014-15",19
"4649","Bruno Caboclo","2014-15",18
"4650","Bryce Cotton","2014-15",23
"4651","Cameron Bairstow","2014-15",6
"4652","Carl Landry","2014-15",19
"4653","Carlos Boozer","2014-15",19
"4654","Carmelo Anthony","2014-15",12
"4655","Caron Butler","2014-15",10
"4656","Cartier Martin","2014-15",18
"4657","Chandler Parsons","2014-15",2
"4658","Channing Frye","2014-15",21
"4659","Charles Hayes","2014-15",3
"4660","Charlie Villanueva","2014-15",21
"4661","Chase Budinger","2014-15",2
"4662","Chris Andersen","2014-15",24
"4663","Chris Bosh","2014-15",12
"4664","Chris Copeland","2014-15",21
"4665","Chris Douglas-Roberts","2014-15",16
"4666","Chris Johnson","2014-15",18
"4667","Chris Kaman","2014-15",19
"4668","Chris Paul","2014-15",12
"4669","CJ McCollum","2014-15",10
"4670","CJ Miles","2014-15",21
"4671","CJ Watson","2014-15",23
"4672","CJ Wilcox","2014-15",10
"4673","Cleanthony Early","2014-15",10
"4674","Clint Capela","2014-15",17
"4675","Cody Zeller","2014-15",24
"4676","Cole Aldrich","2014-15",24
"4677","Corey Brewer","2014-15",5
"4678","Cory Jefferson","2014-15",6
"4679","Cory Joseph","2014-15",16
"4680","Courtney Lee","2014-15",11
"4681","D.J. Augustin","2014-15",5
"4682","Dahntay Jones","2014-15",11
"4683","Damian Lillard","2014-15",23
"4684","Damjan Rudez","2014-15",18
"4685","Danilo Gallinari","2014-15",23
"4686","Danny Granger","2014-15",18
"4687","Danny Green","2014-15",21
"4688","Dante Cunningham","2014-15",6
"4689","Dante Exum","2014-15",18
"4690","Darius Miller","2014-15",13
"4691","Darius Morris","2014-15",10
"4692","Darrell Arthur","2014-15",6
"4693","Darren Collison","2014-15",5
"4694","David Lee","2014-15",24
"4695","David Stockton","2014-15",20
"4696","David Wear","2014-15",4
"4697","David West","2014-15",19
"4698","DeAndre Jordan","2014-15",17
"4699","DeJuan Blair","2014-15",24
"4700","DeMar DeRozan","2014-15",12
"4701","DeMarcus Cousins","2014-15",19
"4702","DeMarre Carroll","2014-15",2
"4703","Dennis Schroder","2014-15",5
"4704","Deron Williams","2014-15",5
"4705","Derrick Favors","2014-15",19
"4706","Derrick Rose","2014-15",23
"4707","Derrick Williams","2014-15",20
"4708","Devin Harris","2014-15",18
"4709","Devyn Marble","2014-15",2
"4710","Dewayne Dedmon","2014-15",24
"4711","Dion Waiters","2014-15",5
"4712","Dirk Nowitzki","2014-15",12
"4713","Donald Sloan","2014-15",5
"4714","Donatas Motiejunas","2014-15",3
"4715","Dorell Wright","2014-15",2
"4716","Doug McDermott","2014-15",2
"4717","Draymond Green","2014-15",2
"4718","Drew Gooden","2014-15",6
"4719","Drew Gordon","2014-15",3
"4720","Dwight Buycks","2014-15",5
"4721","Dwight Howard","2014-15",17
"4722","Dwight Powell","2014-15",6
"4723","Dwyane Wade","2014-15",12
"4724","E'Twaun Moore","2014-15",11
"4725","Earl Barron","2014-15",6
"4726","Earl Clark","2014-15",7
"4727","Ed Davis","2014-15",24
"4728","Ekpe Udoh","2014-15",6
"4729","Elfrid Payton","2014-15",16
"4730","Elijah Millsap","2014-15",16
"4731","Elliot Williams","2014-15",10
"4732","Elton Brand","2014-15",6
"4733","Enes Kanter","2014-15",19
"4734","Eric Bledsoe","2014-15",20
"4735","Eric Gordon","2014-15",10
"4736","Eric Moreland","2014-15",1
"4737","Erick Green","2014-15",13
"4738","Ersan Ilyasova","2014-15",9
"4739","Evan Fournier","2014-15",5
"4740","Evan Turner","2014-15",6
"4741","Festus Ezeli","2014-15",17
"4742","Francisco Garcia","2014-15",21
"4743","Furkan Aldemir","2014-15",24
"4744","Gal Mekel","2014-15",13
"4745","Garrett Temple","2014-15",18
"4746","Gary Harris","2014-15",18
"4747","Gary Neal","2014-15",12
"4748","George Hill","2014-15",23
"4749","Gerald Green","2014-15",21
"4750","Gerald Henderson","2014-15",12
"4751","Gerald Wallace","2014-15",3
"4752","Giannis Antetokounmpo","2014-15",24
"4753","Gigi Datome","2014-15",10
"4754","Glen Davis","2014-15",3
"4755","Glen Rice Jr.","2014-15",23
"4756","Glenn Robinson","2014-15",16
"4757","Goran Dragic","2014-15",5
"4758","Gordon Hayward","2014-15",20
"4759","Gorgui Dieng","2014-15",24
"4760","Grant Jerrett","2014-15",7
"4761","Greg Monroe","2014-15",17
"4762","Greg Smith","2014-15",3
"4763","Greg Stiemsma","2014-15",3
"4764","Greivis Vasquez","2014-15",18
"4765","Harrison Barnes","2014-15",11
"4766","Hassan Whiteside","2014-15",17
"4767","Hedo Turkoglu","2014-15",21
"4768","Henry Sims","2014-15",19
"4769","Henry Walker","2014-15",21
"4770","Hollis Thompson","2014-15",18
"4771","Ian Clark","2014-15",18
"4772","Ian Mahinmi","2014-15",24
"4773","Iman Shumpert","2014-15",10
"4774","Isaiah Canaan","2014-15",21
"4775","Isaiah Thomas","2014-15",25
"4776","Ish Smith","2014-15",5
"4777","J.R. Smith","2014-15",21
"4778","Jabari Brown","2014-15",20
"4779","Jabari Parker","2014-15",6
"4780","Jack Cooley","2014-15",17
"4781","Jae Crowder","2014-15",2
"4782","JaKarr Sampson","2014-15",16
"4783","Jamaal Franklin","2014-15",11
"4784","Jamal Crawford","2014-15",23
"4785","Jameer Nelson","2014-15",18
"4786","James Ennis","2014-15",16
"4787","James Harden","2014-15",25
"4788","James Johnson","2014-15",3
"4789","James Jones","2014-15",21
"4790","James Michael McAdoo","2014-15",17
"4791","James Young","2014-15",21
"4792","JaMychal Green","2014-15",3
"4793","Jannero Pargo","2014-15",21
"4794","Jared Cunningham","2014-15",23
"4795","Jared Dudley","2014-15",10
"4796","Jared Sullinger","2014-15",9
"4797","Jarnell Stokes","2014-15",17
"4798","Jarrett Jack","2014-15",5
"4799","Jason Maxiell","2014-15",3
"4800","Jason Richardson","2014-15",21
"4801","Jason Smith","2014-15",6
"4802","Jason Terry","2014-15",18
"4803","Jason Thompson","2014-15",24
"4804","JaVale McGee","2014-15",24
"4805","Jeff Adrien","2014-15",17
"4806","Jeff Ayres","2014-15",24
"4807","Jeff Green","2014-15",20
"4808","Jeff Taylor","2014-15",16
"4809","Jeff Teague","2014-15",5
"4810","Jeff Withey","2014-15",17
"4811","Jerami Grant","2014-15",20
"4812","Jerel McNeal","2014-15",11
"4813","Jeremy Evans","2014-15",24
"4814","Jeremy Lamb","2014-15",2
"4815","Jeremy Lin","2014-15",20
"4816","Jerome Jordan","2014-15",3
"4817","Jerrelle Benimon","2014-15",8
"4818","Jerryd Bayless","2014-15",16
"4819","Jimmer Fredette","2014-15",5
"4820","Jimmy Butler","2014-15",20
"4821","JJ Hickson","2014-15",17
"4822","JJ Redick","2014-15",23
"4823","Joakim Noah","2014-15",24
"4824","Jodie Meeks","2014-15",23
"4825","Joe Harris","2014-15",18
"4826","Joe Ingles","2014-15",18
"4827","Joe Johnson","2014-15",10
"4828","Joel Anthony","2014-15",3
"4829","Joel Freeland","2014-15",24
"4830","Joey Dorsey","2014-15",24
"4831","Joffrey Lauvergne","2014-15",24
"4832","John Henson","2014-15",3
"4833","John Jenkins","2014-15",10
"4834","John Lucas III","2014-15",13
"4835","John Salmons","2014-15",11
"4836","John Wall","2014-15",12
"4837","Johnny O'Bryant","2014-15",6
"4838","Jon Leuer","2014-15",6
"4839","Jonas Jerebko","2014-15",2
"4840","Jonas Valanciunas","2014-15",17
"4841","Jordan Adams","2014-15",16
"4842","Jordan Clarkson","2014-15",5
"4843","Jordan Farmar","2014-15",18
"4844","Jordan Hamilton","2014-15",18
"4845","Jordan Hill","2014-15",19
"4846","Jorge Gutierrez","2014-15",16
"4847","Jose Calderon","2014-15",10
"4848","Jose Juan Barea","2014-15",5
"4849","Josh McRoberts","2014-15",11
"4850","Josh Smith","2014-15",9
"4851","Jrue Holiday","2014-15",5
"4852","Julius Randle","2014-15",22
"4853","Justin Hamilton","2014-15",3
"4854","Justin Holiday","2014-15",11
"4855","Jusuf Nurkic","2014-15",17
"4856","Kalin Lucas","2014-15",13
"4857","Kawhi Leonard","2014-15",9
"4858","Kelly Olynyk","2014-15",9
"4859","Kemba Walker","2014-15",23
"4860","Kendall Marshall","2014-15",18
"4861","Kendrick Perkins","2014-15",24
"4862","Kenneth Faried","2014-15",17
"4863","Kent Bazemore","2014-15",2
"4864","Kentavious Caldwell-Pope","2014-15",10
"4865","Kenyon Martin","2014-15",3
"4866","Kevin Durant","2014-15",9
"4867","Kevin Garnett","2014-15",19
"4868","Kevin Love","2014-15",9
"4869","Kevin Martin","2014-15",12
"4870","Kevin Seraphin","2014-15",6
"4871","Khris Middleton","2014-15",10
"4872","Kirk Hinrich","2014-15",10
"4873","KJ McDaniels","2014-15",16
"4874","Klay Thompson","2014-15",23
"4875","Kobe Bryant","2014-15",12
"4876","Kosta Koufos","2014-15",24
"4877","Kostas Papanikolaou","2014-15",18
"4878","Kris Humphries","2014-15",19
"4879","Kyle Anderson","2014-15",6
"4880","Kyle Korver","2014-15",21
"4881","Kyle Lowry","2014-15",23
"4882","Kyle O'Quinn","2014-15",6
"4883","Kyle Singler","2014-15",18
"4884","Kyrie Irving","2014-15",23
"4885","LaMarcus Aldridge","2014-15",19
"4886","Lance Stephenson","2014-15",6
"4887","Lance Thomas","2014-15",6
"4888","Landry Fields","2014-15",11
"4889","Langston Galloway","2014-15",10
"4890","Larry Drew","2014-15",10
"4891","Larry Sanders","2014-15",24
"4892","Lavoy Allen","2014-15",6
"4893","Leandro Barbosa","2014-15",5
"4894","LeBron James","2014-15",25
"4895","Lester Hudson","2014-15",18
"4896","Lorenzo Brown","2014-15",11
"4897","Lou Amundson","2014-15",24
"4898","Lou Williams","2014-15",25
"4899","Luc Mbah a Moute","2014-15",16
"4900","Lucas Nogueira","2014-15",17
"4901","Luis Scola","2014-15",19
"4902","Luke Babbitt","2014-15",18
"4903","Luke Ridnour","2014-15",11
"4904","Luol Deng","2014-15",16
"4905","Malcolm Lee","2014-15",14
"4906","Malcolm Thomas","2014-15",24
"4907","Manu Ginobili","2014-15",23
"4908","Marc Gasol","2014-15",19
"4909","Marcin Gortat","2014-15",24
"4910","Marco Belinelli","2014-15",10
"4911","Marcus Morris","2014-15",2
"4912","Marcus Smart","2014-15",18
"4913","Marcus Thornton","2014-15",23
"4914","Mario Chalmers","2014-15",5
"4915","Markel Brown","2014-15",16
"4916","Markieff Morris","2014-15",6
"4917","Marreese Speights","2014-15",19
"4918","Martell Webster","2014-15",20
"4919","Marvin Williams","2014-15",2
"4920","Mason Plumlee","2014-15",17
"4921","Matt Barnes","2014-15",18
"4922","Matt Bonner","2014-15",18
"4923","Matthew Dellavedova","2014-15",18
"4924","Maurice Harkless","2014-15",11
"4925","Meyers Leonard","2014-15",2
"4926","Michael Beasley","2014-15",6
"4927","Michael Carter-Williams","2014-15",12
"4928","Michael Kidd-Gilchrist","2014-15",19
"4929","Mike Conley","2014-15",5
"4930","Mike Dunleavy","2014-15",18
"4931","Mike Miller","2014-15",18
"4932","Mike Muscala","2014-15",6
"4933","Mike Scott","2014-15",2
"4934","Miles Plumlee","2014-15",3
"4935","Miroslav Raduljica","2014-15",6
"4936","Mirza Teletovic","2014-15",21
"4937","Mitch McGary","2014-15",24
"4938","Mo Williams","2014-15",23
"4939","Monta Ellis","2014-15",5
"4940","Nate Robinson","2014-15",23
"4941","Nate Wolters","2014-15",11
"4942","Nazr Mohammed","2014-15",24
"4943","Nene","2014-15",19
"4944","Nerlens Noel","2014-15",24
"4945","Nick Calathes","2014-15",16
"4946","Nick Collison","2014-15",3
"4947","Nick Johnson","2014-15",16
"4948","Nick Young","2014-15",23
"4949","Nicolas Batum","2014-15",2
"4950","Nik Stauskas","2014-15",18
"4951","Nikola Mirotic","2014-15",9
"4952","Nikola Pekovic","2014-15",17
"4953","Nikola Vucevic","2014-15",19
"4954","Noah Vonleh","2014-15",24
"4955","Norris Cole","2014-15",10
"4956","O.J. Mayo","2014-15",23
"4957","Ognjen Kuzmic","2014-15",3
"4958","Omer Asik","2014-15",17
"4959","Omri Casspi","2014-15",20
"4960","Otto Porter","2014-15",16
"4961","Pablo Prigioni","2014-15",18
"4962","Patrick Beverley","2014-15",18
"4963","Patrick Christopher","2014-15",7
"4964","Patrick Patterson","2014-15",2
"4965","Patty Mills","2014-15",21
"4966","Pau Gasol","2014-15",19
"4967","Paul George","2014-15",9
"4968","Paul Millsap","2014-15",9
"4969","Paul Pierce","2014-15",2
"4970","Pero Antic","2014-15",2
"4971","Perry Jones","2014-15",11
"4972","Phil Pressey","2014-15",16
"4973","PJ Hairston","2014-15",21
"4974","PJ Tucker","2014-15",2
"4975","Quincy Acy","2014-15",6
"4976","Quincy Miller","2014-15",2
"4977","Quincy Pondexter","2014-15",18
"4978","Rajon Rondo","2014-15",6
"4979","Ramon Sessions","2014-15",20
"4980","Randy Foye","2014-15",21
"4981","Rasual Butler","2014-15",10
"4982","Ray McCallum","2014-15",16
"4983","Raymond Felton","2014-15",5
"4984","Reggie Bullock","2014-15",2
"4985","Reggie Evans","2014-15",17
"4986","Reggie Jackson","2014-15",5
"4987","Reggie Williams","2014-15",18
"4988","Richard Jefferson","2014-15",2
"4989","Ricky Ledo","2014-15",5
"4990","Ricky Rubio","2014-15",12
"4991","Robbie Hummel","2014-15",6
"4992","Robert Covington","2014-15",21
"4993","Robert Sacre","2014-15",6
"4994","Robin Lopez","2014-15",3
"4995","Rodney Hood","2014-15",10
"4996","Rodney Stuckey","2014-15",12
"4997","Ronnie Price","2014-15",18
"4998","Ronny Turiaf","2014-15",11
"4999","Roy Hibbert","2014-15",19
"5000","Rudy Gay","2014-15",12
"5001","Rudy Gobert","2014-15",17
"5002","Russ Smith","2014-15",25
"5003","Russell Westbrook","2014-15",25
"5004","Ryan Anderson","2014-15",21
"5005","Ryan Hollins","2014-15",3
"5006","Ryan Kelly","2014-15",10
"5007","Samuel Dalembert","2014-15",24
"5008","Sean Kilpatrick","2014-15",18
"5009","Sebastian Telfair","2014-15",23
"5010","Serge Ibaka","2014-15",6
"5011","Sergey Karasev","2014-15",16
"5012","Seth Curry","2014-15",7
"5013","Shabazz Muhammad","2014-15",20
"5014","Shabazz Napier","2014-15",18
"5015","Shane Larkin","2014-15",11
"5016","Shannon Brown","2014-15",11
"5017","Shaun Livingston","2014-15",11
"5018","Shavlik Randolph","2014-15",24
"5019","Shawn Marion","2014-15",3
"5020","Shawne Williams","2014-15",18
"5021","Shayne Whittington","2014-15",19
"5022","Shelvin Mack","2014-15",18
"5023","Sim Bhullar","2014-15",15
"5024","Solomon Hill","2014-15",16
"5025","Spencer Dinwiddie","2014-15",10
"5026","Spencer Hawes","2014-15",2
"5027","Stephen Curry","2014-15",23
"5028","Steve Blake","2014-15",18
"5029","Steve Novak","2014-15",21
"5030","Steven Adams","2014-15",24
"5031","Taj Gibson","2014-15",3
"5032","Tarik Black","2014-15",24
"5033","Tayshaun Prince","2014-15",6
"5034","Terrence Jones","2014-15",3
"5035","Terrence Ross","2014-15",18
"5036","Thabo Sefolosha","2014-15",2
"5037","Thaddeus Young","2014-15",16
"5038","Thomas Robinson","2014-15",17
"5039","Tiago Splitter","2014-15",3
"5040","Tim Duncan","2014-15",19
"5041","Tim Frazier","2014-15",5
"5042","Tim Hardaway Jr.","2014-15",23
"5043","Timofey Mozgov","2014-15",24
"5044","TJ Warren","2014-15",16
"5045","Tobias Harris","2014-15",9
"5046","Toney Douglas","2014-15",10
"5047","Tony Allen","2014-15",3
"5048","Tony Parker","2014-15",13
"5049","Tony Snell","2014-15",18
"5050","Tony Wroten","2014-15",25
"5051","Toure Murry","2014-15",13
"5052","Travis Wear","2014-15",6
"5053","Trevor Ariza","2014-15",2
"5054","Trevor Booker","2014-15",3
"5055","Trey Burke","2014-15",10
"5056","Tristan Thompson","2014-15",24
"5057","Troy Daniels","2014-15",21
"5058","Ty Lawson","2014-15",20
"5059","Tyler Ennis","2014-15",10
"5060","Tyler Hansbrough","2014-15",3
"5061","Tyler Johnson","2014-15",16
"5062","Tyler Zeller","2014-15",24
"5063","Tyreke Evans","2014-15",5
"5064","Tyrus Thomas","2014-15",22
"5065","Tyson Chandler","2014-15",17
"5066","Udonis Haslem","2014-15",24
"5067","Vander Blue","2014-15",5
"5068","Victor Claver","2014-15",2
"5069","Victor Oladipo","2014-15",5
"5070","Vince Carter","2014-15",21
"5071","Wayne Ellington","2014-15",10
"5072","Wesley Johnson","2014-15",10
"5073","Wesley Matthews","2014-15",21
"5074","Will Barton","2014-15",16
"5075","Will Bynum","2014-15",5
"5076","Will Cherry","2014-15",18
"5077","Willie Green","2014-15",10
"5078","Wilson Chandler","2014-15",2
"5079","Xavier Henry","2014-15",22
"5080","Zach LaVine","2014-15",5
"5081","Zach Randolph","2014-15",19
"5082","Zaza Pachulia","2014-15",19
"5083","Zoran Dragic","2014-15",18
